PeakID (cmd=annotatePeaks.pl PPARg_exPPARg_RIPA_peaks.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr11-256	chr11	87443361	87443534	+	17.6	0.000	intron (NM_031386, intron 2 of 30)	U3|snRNA|snRNA	15856	NM_001199293	83560	Mm.440758	NM_031386	ENSMUSG00000010342	Tex14	C85585	testis expressed gene 14	protein-coding
chr15-128	chr15	80561566	80561739	+	17.6	0.000	Intergenic	Intergenic	-1182	NM_001163189	383075	Mm.297626	NM_001163189	ENSMUSG00000050439	Enthd1	Gm1242|Gm86	ENTH domain containing 1	protein-coding
chr4-31	chr4	21880016	21880189	+	17.6	0.000	intron (NM_172687, intron 1 of 6)	CpG	427	NM_172687	230027	Mm.5662	NM_172687	ENSMUSG00000028247	Coq3	4732433J24|C77934	coenzyme Q3 homolog, methyltransferase (yeast)	protein-coding
chr16-47	chr16	95682636	95682809	+	17.6	0.000	Intergenic	Intergenic	-19685	NM_011809	23872	Mm.290207	NM_011809	ENSMUSG00000022895	Ets2	AU022856|Ets-2	E26 avian leukemia oncogene 2, 3' domain	protein-coding
chr1-113	chr1	156064358	156064531	+	17.6	0.000	intron (NM_172843, intron 6 of 6)	intron (NM_172843, intron 6 of 6)	23583	NM_022329	240832	Mm.253335	NM_022329	ENSMUSG00000050565	Tor1aip2	1110020D10Rik|15kDa|A130072J07|AA103493|AW060462|AW610675|C77739|Ifrg15|Lull1	torsin A interacting protein 2	protein-coding
chr1-185	chr1	150759782	150759955	+	17.6	0.000	intron (NM_001024720, intron 15 of 106)	intron (NM_001024720, intron 15 of 106)	233567	NM_001024720	545370	Mm.379425	NM_001024720	ENSMUSG00000066842	Hmcn1	EG545370|Gm201	hemicentin 1	protein-coding
chr15-59	chr15	58401412	58401585	+	17.6	0.000	Intergenic	Intergenic	-12224	NM_027211	69787	Mm.237985	NM_027211		Anxa13	1810034H17Rik|AV055219	annexin A13	protein-coding
chr2-131	chr2	30409586	30409759	+	17.6	0.000	intron (NM_007760, intron 3 of 13)	intron (NM_007760, intron 3 of 13)	6076	NM_007760	12908	Mm.20396	NM_007760	ENSMUSG00000026853	Crat	AW107812|CARAT	carnitine acetyltransferase	protein-coding
chr3-67	chr3	84176338	84176511	+	17.6	0.000	intron (NM_001271725, intron 8 of 11)	intron (NM_001271725, intron 8 of 11)	1786	NR_036654	624713	Mm.442604	NR_036654		Gm6525	EG624713	ribosomal protein L36a pseudogene	pseudo
chr19-103	chr19	6921116	6921289	+	17.6	0.000	intron (NM_007953, intron 1 of 6)	intron (NM_007953, intron 1 of 6)	606	NM_007953	26379	Mm.386776	NM_007953	ENSMUSG00000024955	Esrra	ERRalpha|Err1|Estrra|Nr3b1	estrogen related receptor, alpha	protein-coding
chr13-139	chr13	23518965	23519138	+	17.6	0.000	Intergenic	tRNA-Gln-CAA|tRNA|tRNA	-11993	NM_153173	69386	Mm.158272	NM_153173	ENSMUSG00000060981	Hist1h4h	1700024H08Rik	histone cluster 1, H4h	protein-coding
chr6-87	chr6	82956506	82956679	+	17.6	0.000	exon (NM_033079, exon 2 of 10)	exon (NM_033079, exon 2 of 10)	9670	NM_033079	110958	Mm.100652	NM_033079	ENSMUSG00000030041	M1ap	D6Mm5e	meiosis 1 associated protein	protein-coding
chr6-95	chr6	99035763	99035936	+	17.6	0.000	intron (NM_053202, intron 5 of 18)	intron (NM_053202, intron 5 of 18)	-7551	NM_001197322	108655	Mm.234965	NM_053202	ENSMUSG00000030067	Foxp1	3110052D19Rik|4932443N09Rik|AI461938|AW494214	forkhead box P1	protein-coding
chr9-54	chr9	67891573	67891746	+	17.6	0.000	intron (NM_177184, intron 18 of 84)	intron (NM_177184, intron 18 of 84)	51263	NM_177184	320528	Mm.241454	NM_177184	ENSMUSG00000035284	Vps13c	AI552542|AV026040|C230055H22Rik|W51662|chorein	vacuolar protein sorting 13C (yeast)	protein-coding
chr5-65	chr5	90678411	90678584	+	17.6	0.000	Intergenic	Intergenic	-38010	NM_028478	73246	Mm.30172	NM_028478	ENSMUSG00000029370	Rassf6	1600016B17Rik	Ras association (RalGDS/AF-6) domain family member 6	protein-coding
chr8-131	chr8	91474686	91474859	+	17.6	0.000	intron (NM_011936, intron 6 of 8)	MLT1A0|LTR|ERVL-MaLR	161247	NM_011936	26383	Mm.4375	NM_011936	ENSMUSG00000055932	Fto	AW743446|mKIAA1752	fat mass and obesity associated	protein-coding
chr16-80	chr16	4913029	4913202	+	17.6	0.000	intron (NM_029657, intron 4 of 16)	intron (NM_029657, intron 4 of 16)	-25996	NM_025839	66911	Mm.428698	NM_025839	ENSMUSG00000022516	Nudt16l1	1110001K21Rik|5330437I08Rik|Sdos	nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1	protein-coding
chr19-34	chr19	18746755	18746928	+	17.6	0.000	Intergenic	Intergenic	-3142	NM_153417	225997	Mm.215171	NM_153417	ENSMUSG00000024727	Trpm6	CHAK2|TRPM6/CHAK2	transient receptor potential cation channel, subfamily M, member 6	protein-coding
chr1-69	chr1	139194039	139194212	+	17.6	0.000	Intergenic	Intergenic	182951	NM_133239	170788	Mm.95700	NM_133239	ENSMUSG00000063681	Crb1	7530426H14Rik|A930008G09Rik	crumbs family member 1, photoreceptor morphogenesis associated	protein-coding
chr3-86	chr3	89713635	89713808	+	17.6	0.000	Intergenic	RMER15|LTR|ERVL	-1301	NM_001038587	56417	Mm.316628	NM_019655	ENSMUSG00000027951	Adar	AV242451|Adar1|Adar1p110|Adar1p150|mZaADAR	adenosine deaminase, RNA-specific	protein-coding
chr18-37	chr18	54970660	54970833	+	17.6	0.000	intron (NM_175751, intron 2 of 9)	intron (NM_175751, intron 2 of 9)	19434	NM_175751	269023	Mm.192984	NM_175751	ENSMUSG00000052713	Zfp608	4932417D18Rik|D430007A19Rik|Znf608	zinc finger protein 608	protein-coding
chr12-114	chr12	80146700	80146873	+	17.6	0.000	Intergenic	Intergenic	-13942	NR_033514	69548	Mm.269712	NR_033514	ENSMUSG00000097729	2310015A10Rik	5330419I17Rik	RIKEN cDNA 2310015A10 gene	ncRNA
chr5-82	chr5	84278979	84279152	+	17.6	0.000	intron (NM_007937, intron 3 of 15)	intron (NM_007937, intron 3 of 15)	138317	NM_007937	13839	Mm.137991	NM_007937	ENSMUSG00000029245	Epha5	AI854630|AW125296|Cek7|Ehk1|Els1|Hek7|Rek7|bsk	Eph receptor A5	protein-coding
chr6-53	chr6	38360367	38360540	+	17.6	0.000	Intergenic	MTD|LTR|ERVL-MaLR	-5850	NM_028864	78781	Mm.25243	NM_028421	ENSMUSG00000029826	Zc3hav1	1200014N16Rik|2900058M19Rik|9130009D18Rik|9830115L13Rik|ARTD13|D6Bwg1452e|ZAP	zinc finger CCCH type, antiviral 1	protein-coding
chr1-102	chr1	160439597	160439770	+	17.6	0.000	intron (NM_013862, intron 17 of 20)	intron (NM_013862, intron 17 of 20)	-88112	NM_001038621	29809	Mm.25833	NM_013862	ENSMUSG00000026721	Rabgap1l	5830411O09Rik|8430421H08Rik|9630005B12Rik|AW049894|HHL|Hh1|mKIAA0471	RAB GTPase activating protein 1-like	protein-coding
chr2-207	chr2	59364384	59364557	+	17.6	0.000	Intergenic	Intergenic	22212	NR_040510	76676	Mm.110038	NR_040510	ENSMUSG00000087455	5330411J11Rik	-	RIKEN cDNA 5330411J11 gene	ncRNA
chr15-73	chr15	66749813	66749986	+	17.6	0.000	intron (NM_009375, intron 35 of 47)	intron (NM_009375, intron 35 of 47)	79129	NM_009375	21819	Mm.441333	NM_009375	ENSMUSG00000053469	Tg	Tgn|cog	thyroglobulin	protein-coding
chr7-110	chr7	141569655	141569828	+	17.6	0.000	intron (NM_007459, intron 1 of 21)	PB1D9|SINE|Alu	7561	NM_007459	11772	Mm.253090	NM_007459	ENSMUSG00000002957	Ap2a2	2410074K14Rik|AF006990|AW146353|Adtab|C78001|L25	adaptor-related protein complex 2, alpha 2 subunit	protein-coding
chr6-148	chr6	52682613	52682786	+	17.6	0.000	Intergenic	PB1D7|SINE|Alu	-31030	NM_025816	52440	Mm.389757	NM_025816	ENSMUSG00000004535	Tax1bp1	1200003J11Rik|1700069J21Rik|AA930106|D6Ertd404e|D6Ertd772e|T6bp|TXBP151	Tax1 (human T cell leukemia virus type I) binding protein 1	protein-coding
chr4-67	chr4	63939780	63939953	+	17.6	0.000	Intergenic	Intergenic	-78582	NM_009403	21949	Mm.4664	NM_009403		Tnfsf8	CD153|CD30LG|Cd30l	tumor necrosis factor (ligand) superfamily, member 8	protein-coding
chr10-56	chr10	67100802	67100975	+	17.6	0.000	Intergenic	Intergenic	-3900	NM_001204915	28193	Mm.41272	NM_178606	ENSMUSG00000019873	Reep3	D10Ucla1	receptor accessory protein 3	protein-coding
chr14-70	chr14	55774289	55774462	+	17.6	0.000	intron (NM_080435, intron 15 of 25)	intron (NM_080435, intron 15 of 25)	8413	NM_008519	16995	Mm.20853	NM_008519	ENSMUSG00000046908	Ltb4r1	BLT1|BLTR|Ltb4r|mBLTR	leukotriene B4 receptor 1	protein-coding
chr15-97	chr15	62456037	62456210	+	17.6	0.000	Intergenic	Intergenic	-236672	NR_003523	67552	Mm.484027	NM_026230		H2afy3	4933432H23Rik	H2A histone family, member Y3	pseudo
chr1-212	chr1	180319198	180319371	+	17.6	0.000	Intergenic	MTC|LTR|ERVL-MaLR	-11192	NM_001081175	320404	Mm.132535	NM_001081175	ENSMUSG00000038855	Itpkb	1110033J02Rik|E130307H12Rik	inositol 1,4,5-trisphosphate 3-kinase B	protein-coding
chr2-167	chr2	62208723	62208896	+	17.6	0.000	intron (NM_001242378, intron 3 of 25)	intron (NM_001242378, intron 3 of 25)	162294	NM_033552	94229	Mm.314497	NM_033552	ENSMUSG00000026904	Slc4a10	NCBE|mKIAA4136	solute carrier family 4, sodium bicarbonate cotransporter-like, member 10	protein-coding
chr5-108	chr5	123130879	123131052	+	17.6	0.000	intron (NM_175092, intron 2 of 4)	intron (NM_175092, intron 2 of 4)	1664	NM_175092	23912	Mm.253876	NM_175092	ENSMUSG00000029449	Rhof	AI845056|AV026554|Arhf|Ifld1|Rif	ras homolog gene family, member f	protein-coding
chr12-61	chr12	31929946	31930119	+	17.6	0.000	3' UTR (NM_177993, exon 9 of 9)	3' UTR (NM_177993, exon 9 of 9)	20503	NM_177993	73389	Mm.390461	NM_153198	ENSMUSG00000002996	Hbp1	1700058O05Rik|BE629963|C330012F01Rik|C86454	high mobility group box transcription factor 1	protein-coding
chr6-157	chr6	143751765	143751938	+	17.6	0.000	Intergenic	RCHARR1|DNA|hAT-Charlie	-100563	NR_045732	73425	Mm.417844	NR_045732	ENSMUSG00000086887	1700060C16Rik	-	RIKEN cDNA 1700060C16 gene	ncRNA
chr10-101	chr10	68179331	68179504	+	17.6	0.000	intron (NM_023598, intron 4 of 9)	AT_rich|Low_complexity|Low_complexity	99309	NM_023598	71371	Mm.440357	NM_023598	ENSMUSG00000019947	Arid5b	4930580B11|5430435G07Rik|AI467247|Desrt|Mrf2|Mrf2alpha|Mrf2beta	AT rich interactive domain 5B (MRF1-like)	protein-coding
chr2-153	chr2	145588125	145588298	+	17.6	0.000	intron (NM_053195, intron 7 of 16)	intron (NM_053195, intron 7 of 16)	-33229	NM_001037929	627302	Mm.445953	NM_001037929		Gm14092	OTTMUSG00000015643	predicted gene 14092	protein-coding
chr2-189	chr2	131386409	131386582	+	17.6	0.000	intron (NR_037281, intron 2 of 2)	intron (NR_037281, intron 2 of 2)	-33603	NM_178607	51902	Mm.477523	NM_178607	ENSMUSG00000048911	Rnf24	2810473M14Rik|4930505A13Rik|AI317164|C86507|D2Ertd504e	ring finger protein 24	protein-coding
chr1-110	chr1	161329365	161329538	+	17.6	0.000	Intergenic	Intergenic	-65987	NM_009452	22164	Mm.4994	NM_009452	ENSMUSG00000026700	Tnfsf4	Ath-1|Ath1|CD134L|OX-40L|Ox40l|TXGP1|Txgp1l|gp34	tumor necrosis factor (ligand) superfamily, member 4	protein-coding
chr17-36	chr17	50657242	50657415	+	17.6	0.000	intron (NM_013880, intron 4 of 5)	intron (NM_013880, intron 4 of 5)	-41353	NM_001297747	12228	Mm.392910	NM_009770	ENSMUSG00000022863	Btg3	ANA|tob5	B cell translocation gene 3	protein-coding
chr17-69	chr17	55931751	55931924	+	17.6	0.000	Intergenic	MMVL30-int|LTR|ERV1	13422	NM_146249	240120	Mm.441018	NM_146249	ENSMUSG00000062101	Zfp119b	-	zinc finger protein 119b	protein-coding
chr15-23	chr15	61983300	61983473	+	17.6	0.000	Intergenic	Intergenic	-1955	NM_001177354	17869	Mm.2444	NM_010849	ENSMUSG00000022346	Myc	AU016757|Myc2|Niard|Nird|bHLHe39	myelocytomatosis oncogene	protein-coding
chr6-30	chr6	120836561	120836734	+	17.6	0.000	intron (NM_153516, intron 1 of 6)	intron (NM_153516, intron 1 of 6)	417	NM_153516	94044	Mm.27990	NM_153516	ENSMUSG00000009112	Bcl2l13	BCL-RAMBO|E430016C20Rik|Mil-1|Mil1	BCL2-like 13 (apoptosis facilitator)	protein-coding
chr19-65	chr19	57102258	57102431	+	17.6	0.000	intron (NM_001290813, intron 6 of 20)	intron (NM_001290813, intron 6 of 20)	16680	NM_001103178	226251	Mm.217161	NM_178688	ENSMUSG00000025085	Ablim1	2210411C18Rik|2610209L21Rik|4833406P10Rik|9330196J19Rik|AV079770|AW060987|AW215784|Limab1|mKIAA0059	actin-binding LIM protein 1	protein-coding
chr15-88	chr15	27708383	27708556	+	17.6	0.000	Intergenic	Intergenic	-26927	NM_001242424	223433	Mm.266485	NM_198301	ENSMUSG00000056069	Fam105a	9830126M18	family with sequence similarity 105, member A	protein-coding
chr10-165	chr10	95261315	95261488	+	17.6	0.000	intron (NM_009950, intron 2 of 2)	intron (NM_009950, intron 2 of 2)	62696	NM_009950	12905	Mm.473739	NM_009950	ENSMUSG00000045867	Cradd	RAIDD	CASP2 and RIPK1 domain containing adaptor with death domain	protein-coding
chr1-76	chr1	165956173	165956346	+	17.6	0.000	intron (NM_198932, intron 1 of 15)	intron (NM_198932, intron 1 of 15)	-21311	NM_198933	18986	Mm.245261	NM_011137	ENSMUSG00000026565	Pou2f1	2810482H01Rik|NF-A1|Oct-1|Oct1|Otf-1|Otf1	POU domain, class 2, transcription factor 1	protein-coding
chr18-27	chr18	4676405	4676578	+	17.6	0.000	intron (NM_001081963, intron 3 of 3)	intron (NM_001081963, intron 3 of 3)	41562	NM_001081963	240185	Mm.33179	NM_001081963	ENSMUSG00000033960	9430020K01Rik	1110056P05Rik|Gm328|Jcad|mKIAA1462	RIKEN cDNA 9430020K01 gene	protein-coding
chr19-79	chr19	57825402	57825575	+	17.6	0.000	intron (NM_181415, intron 26 of 28)	intron (NM_181415, intron 26 of 28)	214454	NM_181415	226255	Mm.245340	NM_181415	ENSMUSG00000054843	Atrnl1	AI504415|AW555641|Alp|Atrnl|Atrnlp	attractin like 1	protein-coding
chr4-159	chr4	35224182	35224355	+	17.6	0.000	intron (NM_001081343, intron 1 of 10)	MER44B|DNA|TcMar-Tigger	1612	NM_001081343	73205	Mm.331544	NM_001081343	ENSMUSG00000028300	3110043O21Rik	AI840585	RIKEN cDNA 3110043O21 gene	protein-coding
chr16-113	chr16	76580507	76580680	+	16.6	0.000	Intergenic	Intergenic	-207544	NM_173440	268903	Mm.74711	NM_173440	ENSMUSG00000048490	Nrip1	6030458L20Rik|8430438I05Rik|9630050P12|AA959574|AW456757|RIP140	nuclear receptor interacting protein 1	protein-coding
chr2-97	chr2	116972227	116972400	+	16.6	0.000	Intergenic	Intergenic	72161	NR_040335	320975	Mm.132509	NR_040335	ENSMUSG00000085316	D330050G23Rik	-	RIKEN cDNA D330050G23 gene	ncRNA
chr12-84	chr12	100872646	100872819	+	16.6	0.000	TTS (NM_145448)	TTS (NM_145448)	26792	NM_001177674	238377	Mm.32160	NM_175493	ENSMUSG00000047415	Gpr68	BB131428|Ogr1	G protein-coupled receptor 68	protein-coding
chr15-99	chr15	50509148	50509321	+	16.6	0.000	Intergenic	MIRb|SINE|MIR	379880	NR_035444	100316685		NR_035444	ENSMUSG00000084458	Mir1907	Mirn1907|mmu-mir-1907	microRNA 1907	ncRNA
chr5-158	chr5	140790504	140790677	+	16.6	0.000	intron (NM_010302, intron 1 of 3)	intron (NM_010302, intron 1 of 3)	39841	NM_010302	14673	Mm.370185	NM_010302		Gna12	AI414047|AI504261|Galpha12	guanine nucleotide binding protein, alpha 12	protein-coding
chr10-79	chr10	39157411	39157584	+	16.6	0.000	intron (NM_001127376, intron 2 of 4)	intron (NM_001127376, intron 2 of 4)	6297	NM_001127376	327743	Mm.208111	NM_001127376	ENSMUSG00000062074	Wisp3	CCN6|ENSMUSG00000062074|Gm735|WISP-3	WNT1 inducible signaling pathway protein 3	protein-coding
chr14-48	chr14	75178033	75178206	+	16.6	0.000	intron (NM_008879, intron 2 of 16)	intron (NM_008879, intron 2 of 16)	41694	NM_008879	18826	Mm.153911	NM_008879	ENSMUSG00000021998	Lcp1	AW536232|D14Ertd310e|LCP-1|Pls2|pp65	lymphocyte cytosolic protein 1	protein-coding
chr18-36	chr18	32880755	32880928	+	16.6	0.000	promoter-TSS (NR_105779)	promoter-TSS (NR_105779)	-168	NR_105779	102465186		NR_105779	ENSMUSG00000098252	Mir6361	Gm27612|mmu-mir-6361	microRNA 6361	ncRNA
chr12-59	chr12	54696798	54696971	+	16.6	0.000	Intergenic	U1|snRNA|snRNA	-1019	NM_025456	66266	Mm.156440	NM_025456	ENSMUSG00000054302	Eapp	1810011O16Rik	E2F-associated phosphoprotein	protein-coding
chr15-56	chr15	25272100	25272273	+	16.6	0.000	Intergenic	Intergenic	141578	NM_027395	70350	Mm.29586	NM_027395	ENSMUSG00000045763	Basp1	2610024P12Rik|CAP-23|CAP23|Ckap3|NAP-22|NAP22	brain abundant, membrane attached signal protein 1	protein-coding
chr12-110	chr12	35758046	35758219	+	16.6	0.000	Intergenic	Intergenic	-63014	NR_045050	71581	Mm.100110	NR_045050		9130015A21Rik	-	RIKEN cDNA 9130015A21 gene	ncRNA
chr12-72	chr12	11262436	11262609	+	16.6	0.000	exon (NM_177331, exon 2 of 14)	exon (NM_177331, exon 2 of 14)	3265	NM_177331	209334	Mm.215295	NM_177331	ENSMUSG00000051235	Gen1	5830483C08Rik	Gen homolog 1, endonuclease (Drosophila)	protein-coding
chr6-135	chr6	43292202	43292375	+	16.6	0.000	Intergenic	Intergenic	17266	NM_130869	18291	Mm.17715	NM_130869	ENSMUSG00000029736	Nobox	OG2|Og2x	NOBOX oogenesis homeobox	protein-coding
chr5-57	chr5	32139785	32139958	+	16.6	0.000	intron (NM_008037, intron 1 of 3)	intron (NM_008037, intron 1 of 3)	3399	NM_008037	14284	Mm.24684	NM_008037	ENSMUSG00000029135	Fosl2	Fra-2	fos-like antigen 2	protein-coding
chr7-129	chr7	127166011	127166184	+	16.6	0.000	Intergenic	Intergenic	-28274	NM_009259	20737	Mm.283714	NM_009259	ENSMUSG00000051457	Spn	A630014B01Rik|Cd43|Galgp|Ly-48|Ly48	sialophorin	protein-coding
chr11-82	chr11	87752262	87752435	+	16.6	0.000	Intergenic	Intergenic	-4516	NR_029555	387160		NR_029555	ENSMUSG00000105196	Mir142	Mirn142|miR-142|mir-142a|mmu-mir-142|mmu-mir-142a	microRNA 142	ncRNA
chr10-60	chr10	19202577	19202750	+	16.6	0.000	non-coding (NR_038021, exon 4 of 4)	non-coding (NR_038021, exon 4 of 4)	35425	NR_038022	100504265	Mm.383417	NR_038021		Gm20139	-	predicted gene, 20139	ncRNA
chr12-58	chr12	54298641	54298814	+	16.6	0.000	Intergenic	Intergenic	65112	NR_108033	73592	Mm.416874	NR_108033		1700104L18Rik	-	RIKEN cDNA 1700104L18 gene	ncRNA
chr19-55	chr19	8956035	8956208	+	16.6	0.000	intron (NM_197993, intron 2 of 8)	intron (NM_197993, intron 2 of 8)	2271	NM_197993	70044	Mm.165979	NM_197993	ENSMUSG00000071645	Tut1	2700038E08Rik|PAPD2|Rbm21|TUTase6	terminal uridylyl transferase 1, U6 snRNA-specific	protein-coding
chr3-99	chr3	138238006	138238179	+	16.6	0.000	intron (NR_045760, intron 1 of 2)	intron (NR_045760, intron 1 of 2)	1571	NR_045760	68369	Mm.441136	NR_045760	ENSMUSG00000099146	0610031O16Rik	-	RIKEN cDNA 0610031O16 gene	ncRNA
chr19-89	chr19	4304444	4304617	+	16.6	0.000	intron (NM_001290818, intron 1 of 20)	intron (NM_001290818, intron 1 of 20)	1692	NM_130863	110355	Mm.254144	NM_130863	ENSMUSG00000024858	Adrbk1	Adrbk-1|Bark-1|GRK2|beta ARK|betaARK1	adrenergic receptor kinase, beta 1	protein-coding
chr8-107	chr8	111644939	111645112	+	16.6	0.000	intron (NM_001037665, intron 1 of 3)	MLTR25C|LTR|ERVK	1582	NM_011742	22640	Mm.4184	NM_011742	ENSMUSG00000055835	Zfp1	Fnp-1|Zfp-1|mkr-1	zinc finger protein 1	protein-coding
chr8-65	chr8	79041600	79041773	+	16.6	0.000	intron (NM_001294279, intron 1 of 14)	intron (NM_001294279, intron 1 of 14)	13249	NM_001294279	622675	Mm.48724	NM_178267	ENSMUSG00000071064	Zfp827	2810449M09Rik|D630040G17Rik|Znf827	zinc finger protein 827	protein-coding
chr2-204	chr2	168916751	168916924	+	16.6	0.000	Intergenic	Intergenic	38750	NM_009564	22722	Mm.2095	NM_009564	ENSMUSG00000027551	Zfp64	-	zinc finger protein 64	protein-coding
chr10-89	chr10	80320574	80320747	+	16.6	0.000	promoter-TSS (NM_025521)	promoter-TSS (NM_025521)	-112	NM_025521	66374	Mm.383824	NM_025521	ENSMUSG00000020133	2310011J03Rik	AI452186|AW545358	RIKEN cDNA 2310011J03 gene	protein-coding
chr1-143	chr1	43918176	43918349	+	16.6	0.000	Intergenic	Intergenic	-15745	NM_009418	22019	Mm.401675	NM_009418	ENSMUSG00000041763	Tpp2	TPP-2|TppII	tripeptidyl peptidase II	protein-coding
chr5-131	chr5	8424551	8424724	+	16.6	0.000	intron (NM_001289595, intron 1 of 10)	intron (NM_001289595, intron 1 of 10)	1799	NM_001289596	319653	Mm.146262	NM_178766	ENSMUSG00000054099	Slc25a40	B230315F11Rik	solute carrier family 25, member 40	protein-coding
chr1-114	chr1	54604035	54604208	+	16.6	0.000	Intergenic	URR1A|DNA|hAT-Charlie	-46437	NM_001163314	241062	Mm.103539	NM_175508	ENSMUSG00000073678	Pgap1	5033403E17Rik|9030223K07Rik|A530084K22|D230012E17Rik|oto	post-GPI attachment to proteins 1	protein-coding
chr19-115	chr19	46855439	46855612	+	16.6	0.000	intron (NM_033569, intron 2 of 7)	intron (NM_033569, intron 2 of 7)	93916	NM_033569	94219	Mm.306903	NM_033569	ENSMUSG00000064105	Cnnm2	AU015877|AW048635|Acdp2|Clp2	cyclin M2	protein-coding
chr2-142	chr2	166655942	166656115	+	16.6	0.000	intron (NM_177782, intron 1 of 39)	intron (NM_177782, intron 1 of 39)	-16690	NR_105783	102465188		NR_105783	ENSMUSG00000098675	Mir6364	Gm27327|mmu-mir-6364	microRNA 6364	ncRNA
chr10-99	chr10	95442499	95442672	+	16.6	0.000	Intergenic	B4A|SINE|B4	25210	NR_045338	70523	Mm.158398	NR_045338	ENSMUSG00000097766	5730420D15Rik	-	RIKEN cDNA 5730420D15 gene	ncRNA
chr6-85	chr6	87748752	87748925	+	16.6	0.000	intron (NM_001159697, intron 2 of 7)	RMER6B|LTR|ERVK	17969	NM_001159697	58229	Mm.333229	NM_021418	ENSMUSG00000068263	Efcc1	Ccdc48	EF hand and coiled-coil domain containing 1	protein-coding
chr16-72	chr16	49975902	49976075	+	16.6	0.000	Intergenic	Intergenic	-4472	NR_045001	628951	Mm.428032	NR_045001		Gm6936	-	predicted gene 6936	ncRNA
chr1-164	chr1	79766456	79766629	+	16.6	0.000	Intergenic	MER57E2|LTR|ERV1	-4773	NM_001111279	69368	Mm.293273	NM_027057	ENSMUSG00000073643	Wdfy1	1700013B03Rik|1700120F24Rik|FENS-1|Jr1|WDF1|ZFYVE17|mKIAA1435	WD repeat and FYVE domain containing 1	protein-coding
chr8-68	chr8	11372292	11372465	+	16.6	0.000	intron (NM_009932, intron 4 of 47)	intron (NM_009932, intron 4 of 47)	59549	NM_009932	12827	Mm.181021	NM_009932	ENSMUSG00000031503	Col4a2	Col4a-2	collagen, type IV, alpha 2	protein-coding
chr18-60	chr18	67724935	67725108	+	16.6	0.000	promoter-TSS (NM_008977)	promoter-TSS (NM_008977)	-400	NM_008977	19255	Mm.260433	NM_008977	ENSMUSG00000024539	Ptpn2	AI325124|Ptpt|TC-PTP	protein tyrosine phosphatase, non-receptor type 2	protein-coding
chr4-110	chr4	123555411	123555584	+	16.6	0.000	intron (NM_001199136, intron 1 of 97)	intron (NM_001199136, intron 1 of 97)	-60923	NR_105824	102465214		NR_105824	ENSMUSG00000099005	Mir6398	Gm27657|mmu-mir-6398	microRNA 6398	ncRNA
chr8-54	chr8	128592326	128592499	+	16.6	0.000	Intergenic	Intergenic	-93242	NM_010578	16412	Mm.263396	NM_010578	ENSMUSG00000025809	Itgb1	4633401G24Rik|AA409975|AA960159|CD29|ENSMUSG00000051907|Fnrb|Gm9863|gpIIa	integrin beta 1 (fibronectin receptor beta)	protein-coding
chr16-79	chr16	23128867	23129040	+	16.6	0.000	Intergenic	Intergenic	-1223	NM_145480	106344	Mm.386835	NM_145480	ENSMUSG00000022881	Rfc4	A1|AI894123|AU040575|RFC37	replication factor C (activator 1) 4	protein-coding
chr1-96	chr1	44061745	44061918	+	16.6	0.000	Intergenic	Intergenic	40557	NM_029368	75623	Mm.348017	NM_029368	ENSMUSG00000026049	Tex30	1700029F09Rik|3110030D08Rik	testis expressed 30	protein-coding
chr17-34	chr17	35831202	35831375	+	16.6	0.000	intron (NM_008027, intron 12 of 12)	B4|SINE|B4	7013	NM_011655	22154	Mm.273538	NM_011655	ENSMUSG00000001525	Tubb5	AA408537|AI596182|B130022C14Rik|M(beta)5	tubulin, beta 5 class I	protein-coding
chr6-74	chr6	29267074	29267247	+	16.6	0.000	Intergenic	Intergenic	-5328	NM_001190461	69573	Mm.45161	NM_023516	ENSMUSG00000043421	Hilpda	2310016C08Rik|AW049004|Hig2	hypoxia inducible lipid droplet associated	protein-coding
